Shop,Game,Bet Slips,First Slip Issued,Last Slip Issued,Currency,Paid In,Withholding Tax,Paid Out,Gross Win,GW Margin %,Winnings - Unpaid,Net Win,Net Win Margin %
Randburg,1904,2791,2025/03/01 08:21,2025/03/28 20:12,ZAR,89847.43,0,-62197.42,27650.01,30.77,0.0,27650.01,30.77
Randburg,1906,3663,2025/03/01 08:14,2025/03/28 18:31,ZAR,79341.1,0,-62456.66,16884.44,21.28,0.0,16884.44,21.28
Randburg,Live,889,2025/03/01 07:51,2025/03/28 19:51,ZAR,18850.3,0,-14184.68,4665.62,24.75,0.0,4665.62,24.75
Randburg,Prematch,2769,2025/03/01 08:30,2025/03/28 19:42,ZAR,23405.74,0,-18285.08,5120.66,21.88,15.62,5105.04,21.81
White River,Multi-games,799,2025/03/01 07:38,2025/03/28 18:39,ZAR,5805.61,0,-4081.35,1724.26,29.7,29.97,1694.29,29.18
White River,Lucky #1 (4min),1513,2025/03/01 08:30,2025/03/28 18:36,ZAR,10970.89,0,-8530.37,2440.52,22.25,11.44,2429.08,22.14
White River,Keno - Big 20,2935,2025/03/01 09:23,2025/03/28 21:19,ZAR,33459.39,0,-30188.53,3270.86,9.78,0.0,3270.86,9.78
White River,Numbers,93412,2025/03/01 09:13,2025/03/28 19:31,ZAR,3567377.46,0,-2993600.27,573777.19,16.08,4313.2,569463.99,15.96
White River,SIS 15s & 39s,2109,2025/03/01 08:56,2025/03/28 18:49,ZAR,74857.26,0,-56427.8,18429.46,24.62,0.0,18429.46,24.62
White River,BetGames Lucky 5,4335,2025/03/01 07:14,2025/03/28 19:28,ZAR,56762.39,0,-49171.01,7591.38,13.37,0.0,7591.38,13.37
White River,BetGames Lucky 6,4584,2025/03/01 07:27,2025/03/28 18:12,ZAR,51232.49,0,-36408.28,14824.21,28.94,0.0,14824.21,28.94
White River,BetGames Lucky 7,3208,2025/03/01 07:56,2025/03/28 20:40,ZAR,79852.24,0,-53860.87,25991.37,32.55,0.0,25991.37,32.55
White River,Horse Racing,2244,2025/03/01 07:38,2025/03/28 21:27,ZAR,32036.02,0,-25741.7,6294.32,19.65,91.64,6202.68,19.36
White River,1904,3158,2025/03/01 09:52,2025/03/28 20:47,ZAR,49026.04,0,-38765.23,10260.81,20.93,0.0,10260.81,20.93
White River,1906,801,2025/03/01 08:42,2025/03/28 20:44,ZAR,26885.63,0,-21884.51,5001.12,18.6,0.0,5001.12,18.6
White River,Live,4305,2025/03/01 08:56,2025/03/28 21:55,ZAR,115821.11,0,-81618.96,34202.15,29.53,0.0,34202.15,29.53
White River,Prematch,3595,2025/03/01 06:25,2025/03/28 21:52,ZAR,125630.31,0,-112224.94,13405.37,10.67,0.0,13405.37,10.67
Malvern,Multi-games,2544,2025/04/01 07:17,2025/04/28 18:14,ZAR,63184.91,0,-47489.55,15695.36,24.84,83.63,15611.73,24.71
Malvern,Lucky #1 (4min),1684,2025/04/01 06:41,2025/04/28 21:31,ZAR,42013.55,0,-34788.34,7225.21,17.2,0.0,7225.21,17.2
Malvern,Keno - Big 20,4749,2025/04/01 07:33,2025/04/28 21:10,ZAR,116479.11,0,-105195.25,11283.86,9.69,0.0,11283.86,9.69
Malvern,Numbers,109018,2025/04/01 06:27,2025/04/28 19:37,ZAR,3847368.14,0,-2703400.23,1143967.91,29.73,3133.8,1140834.11,29.65
Malvern,SIS 15s & 39s,4356,2025/04/01 08:39,2025/04/28 20:15,ZAR,103556.45,0,-91479.27,12077.18,11.66,0.0,12077.18,11.66
Malvern,BetGames Lucky 5,4074,2025/04/01 08:17,2025/04/28 19:39,ZAR,114319.1,0,-99222.29,15096.81,13.21,0.0,15096.81,13.21
Malvern,BetGames Lucky 6,4275,2025/04/01 08:53,2025/04/28 21:35,ZAR,113735.1,0,-81325.16,32409.94,28.5,0.0,32409.94,28.5
Malvern,BetGames Lucky 7,55,2025/04/01 06:21,2025/04/28 20:29,ZAR,1163.15,0,-787.31,375.84,32.31,5.68,370.16,31.82
Malvern,Horse Racing,4339,2025/04/01 08:56,2025/04/28 18:51,ZAR,123365.16,0,-115774.96,7590.2,6.15,8.54,7581.66,6.15
Malvern,1904,1005,2025/04/01 07:57,2025/04/28 18:32,ZAR,33376.89,0,-27667.95,5708.94,17.1,0.0,5708.94,17.1
Malvern,1906,3978,2025/04/01 09:12,2025/04/28 19:42,ZAR,109200.99,0,-94004.35,15196.64,13.92,222.18,14974.46,13.71
Malvern,Live,1946,2025/04/01 06:41,2025/04/28 19:40,ZAR,65441.7,0,-55740.65,9701.05,14.82,0.0,9701.05,14.82
Malvern,Prematch,3037,2025/04/01 07:43,2025/04/28 19:56,ZAR,87047.04,0,-56770.87,30276.17,34.78,0.0,30276.17,34.78
Potchefstroom,Multi-games,3171,2025/04/01 08:22,2025/04/28 21:42,ZAR,73904.48,0,-55916.36,17988.12,24.34,0.0,17988.12,24.34
Potchefstroom,Lucky #1 (4min),4060,2025/04/01 06:44,2025/04/28 18:30,ZAR,32181.12,0,-26497.86,5683.26,17.66,0.0,5683.26,17.66
Potchefstroom,Keno - Big 20,605,2025/04/01 06:38,2025/04/28 21:50,ZAR,12843.32,0,-9615.24,3228.08,25.13,0.0,3228.08,25.13
Potchefstroom,Numbers,105702,2025/04/01 06:10,2025/04/28 21:26,ZAR,3083676.61,0,-2288661.25,795015.36,25.78,14600.09,780415.27,25.31
Potchefstroom,SIS 15s & 39s,3772,2025/04/01 06:18,2025/04/28 20:44,ZAR,53453.2,0,-43833.07,9620.13,18.0,0.0,9620.13,18.0
Potchefstroom,BetGames Lucky 5,3332,2025/04/01 09:10,2025/04/28 20:41,ZAR,126376.23,0,-82663.38,43712.85,34.59,0.0,43712.85,34.59
Potchefstroom,BetGames Lucky 6,928,2025/04/01 06:39,2025/04/28 19:34,ZAR,21560.52,0,-19729.1,1831.42,8.49,0.0,1831.42,8.49
Potchefstroom,BetGames Lucky 7,1590,2025/04/01 09:11,2025/04/28 18:24,ZAR,61718.38,0,-52912.45,8805.93,14.27,0.0,8805.93,14.27
Potchefstroom,Horse Racing,2174,2025/04/01 09:20,2025/04/28 20:20,ZAR,19700.63,0,-14523.33,5177.3,26.28,0.0,5177.3,26.28
Potchefstroom,1904,2830,2025/04/01 09:41,2025/04/28 19:16,ZAR,74550.2,0,-70695.13,3855.07,5.17,0.0,3855.07,5.17
Potchefstroom,1906,983,2025/04/01 07:24,2025/04/28 20:31,ZAR,8819.99,0,-7069.76,1750.23,19.84,0.0,1750.23,19.84
Potchefstroom,Live,2341,2025/04/01 07:51,2025/04/28 20:41,ZAR,65163.35,0,-57967.78,7195.57,11.04,0.0,7195.57,11.04
Potchefstroom,Prematch,3726,2025/04/01 06:11,2025/04/28 21:54,ZAR,142065.86,0,-123009.57,19056.29,13.41,0.0,19056.29,13.41
Pretoria,Multi-games,2993,2025/04/01 08:39,2025/04/28 21:57,ZAR,61603.94,0,-51451.77,10152.17,16.48,0.0,10152.17,16.48
Pretoria,Lucky #1 (4min),897,2025/04/01 08:58,2025/04/28 18:33,ZAR,29971.36,0,-27687.29,2284.07,7.62,0.0,2284.07,7.62
Pretoria,Keno - Big 20,237,2025/04/01 09:44,2025/04/28 19:16,ZAR,4929.64,0,-4016.46,913.18,18.52,5.17,908.01,18.42
Pretoria,Numbers,148813,2025/04/01 09:42,2025/04/28 19:18,ZAR,1402814.22,0,-1014182.76,388631.46,27.7,0.0,388631.46,27.7
Pretoria,SIS 15s & 39s,4096,2025/04/01 06:54,2025/04/28 19:51,ZAR,63497.75,0,-56507.52,6990.23,11.01,0.0,6990.23,11.01
Pretoria,BetGames Lucky 5,1782,2025/04/01 08:11,2025/04/28 19:39,ZAR,58541.51,0,-46269.33,12272.18,20.96,236.44,12035.74,20.56
Pretoria,BetGames Lucky 6,4438,2025/04/01 07:43,2025/04/28 19:25,ZAR,75631.22,0,-66930.83,8700.39,11.5,0.0,8700.39,11.5
Pretoria,BetGames Lucky 7,3012,2025/04/01 09:46,2025/04/28 21:40,ZAR,48147.88,0,-34632.72,13515.16,28.07,0.0,13515.16,28.07
Pretoria,Horse Racing,660,2025/04/01 07:36,2025/04/28 19:28,ZAR,14178.9,0,-9390.73,4788.17,33.77,0.0,4788.17,33.77
Pretoria,1904,3702,2025/04/01 09:36,2025/04/28 21:35,ZAR,87095.71,0,-66583.04,20512.67,23.55,0.0,20512.67,23.55
Pretoria,1906,3094,2025/04/01 07:21,2025/04/28 21:39,ZAR,118824.64,0,-100999.77,17824.87,15.0,0.0,17824.87,15.0
Pretoria,Live,4849,2025/04/01 09:35,2025/04/28 20:23,ZAR,85035.37,0,-55653.98,29381.39,34.55,130.45,29250.94,34.4
Pretoria,Prematch,1881,2025/04/01 08:31,2025/04/28 20:35,ZAR,12539.03,0,-8777.36,3761.67,30.0,0.0,3761.67,30.0
Randburg,Multi-games,2665,2025/04/01 09:59,2025/04/28 19:13,ZAR,101227.01,0,-75500.15,25726.86,25.42,0.0,25726.86,25.42
Randburg,Lucky #1 (4min),1793,2025/04/01 07:56,2025/04/28 19:58,ZAR,22104.84,0,-18299.38,3805.46,17.22,0.0,3805.46,17.22
Randburg,Keno - Big 20,3306,2025/04/01 07:30,2025/04/28 18:20,ZAR,98564.52,0,-77583.52,20981.0,21.29,0.0,20981.0,21.29
Randburg,Numbers,61574,2025/04/01 08:28,2025/04/28 18:35,ZAR,403603.74,0,-315991.93,87611.81,21.71,0.0,87611.81,21.71
Randburg,SIS 15s & 39s,2278,2025/04/01 06:14,2025/04/28 19:44,ZAR,33562.54,0,-31475.26,2087.28,6.22,0.0,2087.28,6.22
Randburg,BetGames Lucky 5,2379,2025/04/01 09:11,2025/04/28 19:12,ZAR,46297.97,0,-32003.57,14294.4,30.87,0.0,14294.4,30.87
Randburg,BetGames Lucky 6,4520,2025/04/01 06:26,2025/04/28 21:40,ZAR,149879.38,0,-121311.19,28568.19,19.06,0.0,28568.19,19.06
Randburg,BetGames Lucky 7,34,2025/04/01 07:22,2025/04/28 20:54,ZAR,1299.87,0,-934.95,364.92,28.07,0.0,364.92,28.07
Randburg,Horse Racing,1252,2025/04/01 07:30,2025/04/28 18:57,ZAR,30688.84,0,-27749.71,2939.13,9.58,0.0,2939.13,9.58
Randburg,1904,2136,2025/04/01 08:49,2025/04/28 20:24,ZAR,46833.15,0,-33934.9,12898.25,27.54,24.75,12873.5,27.49
Randburg,1906,2620,2025/04/01 06:34,2025/04/28 18:23,ZAR,20737.7,0,-14983.19,5754.51,27.75,0.0,5754.51,27.75
Randburg,Live,3876,2025/04/01 08:39,2025/04/28 21:45,ZAR,73015.71,0,-53759.59,19256.12,26.37,87.81,19168.31,26.25
Randburg,Prematch,755,2025/04/01 08:30,2025/04/28 20:22,ZAR,5182.69,0,-3549.58,1633.11,31.51,0.0,1633.11,31.51
White River,Multi-games,4472,2025/04/01 08:40,2025/04/28 20:56,ZAR,39113.25,0,-29000.42,10112.83,25.86,67.22,10045.61,25.68
White River,Lucky #1 (4min),4902,2025/04/01 09:57,2025/04/28 21:34,ZAR,44344.17,0,-34793.13,9551.04,21.54,0.0,9551.04,21.54
White River,Keno - Big 20,318,2025/04/01 07:18,2025/04/28 20:13,ZAR,1658.09,0,-1514.74,143.35,8.65,0.0,143.35,8.65
White River,Numbers,40613,2025/04/01 06:41,2025/04/28 19:29,ZAR,793728.62,0,-719069.79,74658.83,9.41,0.0,74658.83,9.41
White River,SIS 15s & 39s,1219,2025/04/01 07:14,2025/04/28 18:59,ZAR,24873.21,0,-17412.93,7460.28,29.99,0.0,7460.28,29.99
White River,BetGames Lucky 5,4647,2025/04/01 07:27,2025/04/28 21:16,ZAR,106903.12,0,-94198.38,12704.74,11.88,0.0,12704.74,11.88
White River,BetGames Lucky 6,746,2025/04/01 07:34,2025/04/28 18:51,ZAR,17085.14,0,-13992.32,3092.82,18.1,0.0,3092.82,18.1
White River,BetGames Lucky 7,3381,2025/04/01 07:30,2025/04/28 19:39,ZAR,88718.1,0,-63776.33,24941.77,28.11,406.71,24535.06,27.66
White River,Horse Racing,1394,2025/04/01 09:50,2025/04/28 21:34,ZAR,20632.57,0,-18955.58,1676.99,8.13,0.0,1676.99,8.13
White River,1904,2020,2025/04/01 07:10,2025/04/28 19:21,ZAR,60887.32,0,-53824.72,7062.6,11.6,96.3,6966.3,11.44
White River,1906,1364,2025/04/01 06:56,2025/04/28 21:52,ZAR,51006.22,0,-46771.84,4234.38,8.3,0.0,4234.38,8.3
White River,Live,3333,2025/04/01 09:33,2025/04/28 21:20,ZAR,32269.78,0,-22492.05,9777.73,30.3,8.03,9769.7,30.28
White River,Prematch,4025,2025/04/01 07:28,2025/04/28 21:48,ZAR,113118.3,0,-94445.48,18672.82,16.51,0.0,18672.82,16.51
Malvern,Multi-games,747,2025/05/01 07:48,2025/05/28 21:24,ZAR,12518.17,0,-9261.83,3256.34,26.01,0.0,3256.34,26.01
Malvern,Lucky #1 (4min),1924,2025/05/01 06:48,2025/05/28 19:22,ZAR,14306.01,0,-12093.36,2212.65,15.47,8.61,2204.04,15.41
Malvern,Keno - Big 20,4139,2025/05/01 06:19,2025/05/28 21:30,ZAR,155173.26,0,-122730.0,32443.26,20.91,0.0,32443.26,20.91
Malvern,Numbers,41420,2025/05/01 08:54,2025/05/28 20:27,ZAR,694981.77,0,-587321.9,107659.87,15.49,0.0,107659.87,15.49
Malvern,SIS 15s & 39s,1975,2025/05/01 08:45,2025/05/28 18:28,ZAR,53540.42,0,-46722.04,6818.38,12.74,27.75,6790.63,12.68
Malvern,BetGames Lucky 5,4098,2025/05/01 06:47,2025/05/28 21:47,ZAR,131323.59,0,-93484.43,37839.16,28.81,0.0,37839.16,28.81
Malvern,BetGames Lucky 6,1218,2025/05/01 07:26,2025/05/28 21:18,ZAR,34350.78,0,-25555.87,8794.91,25.6,0.0,8794.91,25.6
Malvern,BetGames Lucky 7,2383,2025/05/01 08:59,2025/05/28 18:24,ZAR,75627.76,0,-62178.97,13448.79,17.78,0.0,13448.79,17.78
Malvern,Horse Racing,2278,2025/05/01 08:15,2025/05/28 20:16,ZAR,78972.79,0,-63506.99,15465.8,19.58,0.0,15465.8,19.58
Malvern,1904,2389,2025/05/01 07:59,2025/05/28 19:52,ZAR,33458.83,0,-24836.18,8622.65,25.77,0.0,8622.65,25.77
Malvern,1906,2925,2025/05/01 06:18,2025/05/28 21:51,ZAR,49414.68,0,-40810.79,8603.89,17.41,51.64,8552.25,17.31
Malvern,Live,3598,2025/05/01 09:45,2025/05/28 19:30,ZAR,128289.1,0,-104081.29,24207.81,18.87,0.0,24207.81,18.87
Malvern,Prematch,4700,2025/05/01 06:34,2025/05/28 20:36,ZAR,103237.68,0,-76166.84,27070.84,26.22,0.0,27070.84,26.22
Potchefstroom,Multi-games,2463,2025/05/01 08:21,2025/05/28 20:25,ZAR,43674.04,0,-34873.13,8800.91,20.15,0.0,8800.91,20.15
Potchefstroom,Lucky #1 (4min),2125,2025/05/01 09:57,2025/05/28 18:22,ZAR,14009.45,0,-12815.53,1193.92,8.52,0.0,1193.92,8.52
Potchefstroom,Keno - Big 20,2920,2025/05/01 07:15,2025/05/28 21:20,ZAR,46054.22,0,-31802.4,14251.82,30.95,0.0,14251.82,30.95
Potchefstroom,Numbers,112103,2025/05/01 06:55,2025/05/28 20:38,ZAR,2493269.37,0,-2095251.4,398017.97,15.96,0.0,398017.97,15.96
Potchefstroom,SIS 15s & 39s,1057,2025/05/01 07:44,2025/05/28 18:43,ZAR,31222.2,0,-21949.85,9272.35,29.7,0.0,9272.35,29.7
Potchefstroom,BetGames Lucky 5,589,2025/05/01 06:45,2025/05/28 19:44,ZAR,19242.83,0,-12967.8,6275.03,32.61,0.0,6275.03,32.61
Potchefstroom,BetGames Lucky 6,2428,2025/05/01 06:51,2025/05/28 20:15,ZAR,55568.43,0,-45824.83,9743.6,17.53,98.55,9645.05,17.36
Potchefstroom,BetGames Lucky 7,2441,2025/05/01 07:36,2025/05/28 20:48,ZAR,72838.7,0,-67822.58,5016.12,6.89,0.0,5016.12,6.89
Potchefstroom,Horse Racing,4338,2025/05/01 09:56,2025/05/28 19:27,ZAR,140855.11,0,-98316.24,42538.87,30.2,77.73,42461.14,30.15
Potchefstroom,1904,798,2025/05/01 09:41,2025/05/28 19:41,ZAR,28261.73,0,-20960.77,7300.96,25.83,39.47,7261.49,25.69
Potchefstroom,1906,793,2025/05/01 07:42,2025/05/28 20:43,ZAR,13278.92,0,-11549.52,1729.4,13.02,2.76,1726.64,13.0
Potchefstroom,Live,42,2025/05/01 08:39,2025/05/28 18:56,ZAR,1670.74,0,-1473.16,197.58,11.83,2.2,195.38,11.69
Potchefstroom,Prematch,3097,2025/05/01 08:56,2025/05/28 19:48,ZAR,104400.31,0,-96637.14,7763.17,7.44,101.89,7661.28,7.34
Pretoria,Multi-games,4030,2025/05/01 08:53,2025/05/28 21:16,ZAR,79954.9,0,-53245.11,26709.79,33.41,418.31,26291.48,32.88
Pretoria,Lucky #1 (4min),3963,2025/05/01 08:39,2025/05/28 21:27,ZAR,41991.17,0,-30342.39,11648.78,27.74,0.0,11648.78,27.74
Pretoria,Keno - Big 20,3447,2025/05/01 07:22,2025/05/28 19:41,ZAR,98173.08,0,-92864.01,5309.07,5.41,0.0,5309.07,5.41
Pretoria,Numbers,14718,2025/05/01 06:55,2025/05/28 21:30,ZAR,234338.59,0,-184449.85,49888.74,21.29,124.47,49764.27,21.24
Pretoria,SIS 15s & 39s,1858,2025/05/01 06:51,2025/05/28 19:43,ZAR,44255.18,0,-36910.91,7344.27,16.6,0.0,7344.27,16.6
Pretoria,BetGames Lucky 5,1424,2025/05/01 07:33,2025/05/28 19:52,ZAR,50905.08,0,-44350.44,6554.64,12.88,0.0,6554.64,12.88
Pretoria,BetGames Lucky 6,584,2025/05/01 06:38,2025/05/28 21:15,ZAR,20938.6,0,-15667.61,5270.99,25.17,0.0,5270.99,25.17
Pretoria,BetGames Lucky 7,494,2025/05/01 06:19,2025/05/28 19:51,ZAR,3081.02,0,-2437.91,643.11,20.87,0.0,643.11,20.87
Pretoria,Horse Racing,1877,2025/05/01 06:58,2025/05/28 19:16,ZAR,24141.24,0,-19353.84,4787.4,19.83,0.0,4787.4,19.83
Pretoria,1904,4137,2025/05/01 07:58,2025/05/28 20:54,ZAR,144220.44,0,-105671.73,38548.71,26.73,0.0,38548.71,26.73
Pretoria,1906,2077,2025/05/01 08:27,2025/05/28 21:47,ZAR,54710.33,0,-39180.05,15530.28,28.39,0.0,15530.28,28.39
Pretoria,Live,4991,2025/05/01 07:38,2025/05/28 18:58,ZAR,195315.24,0,-172783.63,22531.61,11.54,0.0,22531.61,11.54
Pretoria,Prematch,2676,2025/05/01 09:59,2025/05/28 19:55,ZAR,18409.1,0,-17452.16,956.94,5.2,17.28,939.66,5.1
Randburg,Multi-games,3237,2025/05/01 09:26,2025/05/28 18:48,ZAR,128920.97,0,-84806.14,44114.83,34.22,0.0,44114.83,34.22
Randburg,Lucky #1 (4min),934,2025/05/01 07:57,2025/05/28 18:55,ZAR,10601.7,0,-9834.08,767.62,7.24,6.47,761.15,7.18
Randburg,Keno - Big 20,3608,2025/05/01 06:51,2025/05/28 20:37,ZAR,81402.83,0,-71605.16,9797.67,12.04,83.68,9713.99,11.93
Randburg,Numbers,116557,2025/05/01 06:43,2025/05/28 21:54,ZAR,3365364.08,0,-2911721.72,453642.36,13.48,0.0,453642.36,13.48
Randburg,SIS 15s & 39s,109,2025/05/01 06:59,2025/05/28 20:58,ZAR,1700.77,0,-1323.21,377.56,22.2,0.0,377.56,22.2
Randburg,BetGames Lucky 5,4288,2025/05/01 09:51,2025/05/28 21:47,ZAR,118663.57,0,-101293.39,17370.18,14.64,0.0,17370.18,14.64
Randburg,BetGames Lucky 6,2975,2025/05/01 06:43,2025/05/28 18:33,ZAR,68903.73,0,-58481.54,10422.19,15.13,13.81,10408.38,15.11
Randburg,BetGames Lucky 7,1236,2025/05/01 06:55,2025/05/28 20:59,ZAR,20287.7,0,-17882.33,2405.37,11.86,14.16,2391.21,11.79
Randburg,Horse Racing,886,2025/05/01 06:31,2025/05/28 19:25,ZAR,4607.82,0,-3393.99,1213.83,26.34,0.0,1213.83,26.34
Randburg,1904,2001,2025/05/01 06:42,2025/05/28 18:10,ZAR,70260.18,0,-49017.57,21242.61,30.23,0.0,21242.61,30.23
Randburg,1906,3156,2025/05/01 07:30,2025/05/28 19:17,ZAR,32175.39,0,-27434.49,4740.9,14.73,33.69,4707.21,14.63
Randburg,Live,2203,2025/05/01 06:48,2025/05/28 18:53,ZAR,18699.11,0,-13107.49,5591.62,29.9,0.0,5591.62,29.9
Randburg,Prematch,3862,2025/05/01 06:10,2025/05/28 19:13,ZAR,143607.02,0,-133324.19,10282.83,7.16,0.0,10282.83,7.16
White River,Multi-games,220,2025/05/01 09:18,2025/05/28 20:47,ZAR,1497.09,0,-1420.33,76.76,5.13,0.0,76.76,5.13
White River,Lucky #1 (4min),4124,2025/05/01 06:15,2025/05/28 18:15,ZAR,85449.91,0,-56596.53,28853.38,33.77,0.0,28853.38,33.77
White River,Keno - Big 20,540,2025/05/01 07:28,2025/05/28 19:23,ZAR,14574.51,0,-13063.79,1510.72,10.37,0.0,1510.72,10.37
White River,Numbers,19264,2025/05/01 07:15,2025/05/28 18:57,ZAR,730858.61,0,-623926.5,106932.11,14.63,0.0,106932.11,14.63
White River,SIS 15s & 39s,4839,2025/05/01 08:29,2025/05/28 19:54,ZAR,109913.57,0,-80104.53,29809.04,27.12,0.0,29809.04,27.12
White River,BetGames Lucky 5,1044,2025/05/01 08:30,2025/05/28 19:57,ZAR,24114.45,0,-21399.8,2714.65,11.26,0.0,2714.65,11.26
White River,BetGames Lucky 6,2008,2025/05/01 06:57,2025/05/28 21:36,ZAR,22632.51,0,-16495.41,6137.1,27.12,0.0,6137.1,27.12
White River,BetGames Lucky 7,1576,2025/05/01 06:58,2025/05/28 21:49,ZAR,53036.53,0,-46748.83,6287.7,11.86,0.0,6287.7,11.86
White River,Horse Racing,1798,2025/05/01 08:59,2025/05/28 20:42,ZAR,62838.3,0,-58672.83,4165.47,6.63,0.0,4165.47,6.63
White River,1904,762,2025/05/01 09:42,2025/05/28 19:48,ZAR,13203.13,0,-10379.48,2823.65,21.39,0.0,2823.65,21.39
White River,1906,444,2025/05/01 06:48,2025/05/28 18:13,ZAR,9723.65,0,-8916.89,806.76,8.3,0.0,806.76,8.3
White River,Live,1027,2025/05/01 07:37,2025/05/28 18:21,ZAR,5947.92,0,-4775.98,1171.94,19.7,0.0,1171.94,19.7
White River,Prematch,4001,2025/05/01 09:59,2025/05/28 21:13,ZAR,145201.06,0,-111939.93,33261.13,22.91,0.0,33261.13,22.91
Malvern,Multi-games,4663,2025/06/01 07:30,2025/06/28 21:14,ZAR,96523.73,0,-63683.59,32840.14,34.02,376.27,32463.87,33.63
Malvern,Lucky #1 (4min),891,2025/06/01 09:43,2025/06/28 21:32,ZAR,17886.65,0,-16179.2,1707.45,9.55,0.0,1707.45,9.55
Malvern,Keno - Big 20,432,2025/06/01 09:43,2025/06/28 21:39,ZAR,9507.2,0,-6656.03,2851.17,29.99,0.0,2851.17,29.99
Malvern,Numbers,45876,2025/06/01 08:53,2025/06/28 20:39,ZAR,1736457.99,0,-1214666.96,521791.03,30.05,0.0,521791.03,30.05
Malvern,SIS 15s & 39s,2175,2025/06/01 06:37,2025/06/28 20:11,ZAR,71865.98,0,-49698.45,22167.53,30.85,0.0,22167.53,30.85
Malvern,BetGames Lucky 5,1961,2025/06/01 08:56,2025/06/28 20:26,ZAR,54699.61,0,-47931.45,6768.16,12.37,0.0,6768.16,12.37
Malvern,BetGames Lucky 6,282,2025/06/01 07:45,2025/06/28 19:52,ZAR,10096.46,0,-7029.29,3067.17,30.38,0.0,3067.17,30.38
Malvern,BetGames Lucky 7,1056,2025/06/01 06:43,2025/06/28 21:25,ZAR,25533.22,0,-19352.04,6181.18,24.21,23.68,6157.5,24.12
Malvern,Horse Racing,4361,2025/06/01 08:38,2025/06/28 20:36,ZAR,35342.46,0,-31327.26,4015.2,11.36,0.0,4015.2,11.36
Malvern,1904,2629,2025/06/01 09:18,2025/06/28 21:53,ZAR,80533.39,0,-68740.31,11793.08,14.64,0.0,11793.08,14.64
Malvern,1906,4541,2025/06/01 08:11,2025/06/28 20:24,ZAR,163106.02,0,-126624.15,36481.87,22.37,0.0,36481.87,22.37
Malvern,Live,3706,2025/06/01 07:50,2025/06/28 18:54,ZAR,121333.81,0,-100792.1,20541.71,16.93,0.0,20541.71,16.93
Malvern,Prematch,1939,2025/06/01 07:27,2025/06/28 19:27,ZAR,43148.84,0,-29331.19,13817.65,32.02,117.83,13699.82,31.75
Potchefstroom,Multi-games,196,2025/06/01 06:47,2025/06/28 20:30,ZAR,6473.92,0,-4536.02,1937.9,29.93,0.0,1937.9,29.93
Potchefstroom,Lucky #1 (4min),4972,2025/06/01 09:58,2025/06/28 19:54,ZAR,191864.37,0,-167261.32,24603.05,12.82,0.0,24603.05,12.82
Potchefstroom,Keno - Big 20,3528,2025/06/01 06:24,2025/06/28 19:39,ZAR,111333.1,0,-73294.61,38038.49,34.17,435.45,37603.04,33.78
Potchefstroom,Numbers,31248,2025/06/01 07:26,2025/06/28 21:54,ZAR,200241.39,0,-155743.75,44497.64,22.22,374.04,44123.6,22.04
Potchefstroom,SIS 15s & 39s,850,2025/06/01 08:24,2025/06/28 18:49,ZAR,21585.0,0,-17441.61,4143.39,19.2,0.0,4143.39,19.2
Potchefstroom,BetGames Lucky 5,1087,2025/06/01 07:31,2025/06/28 21:58,ZAR,5719.17,0,-4823.89,895.28,15.65,0.0,895.28,15.65
Potchefstroom,BetGames Lucky 6,625,2025/06/01 06:47,2025/06/28 21:24,ZAR,21835.24,0,-14911.96,6923.28,31.71,59.57,6863.71,31.43
Potchefstroom,BetGames Lucky 7,3237,2025/06/01 06:44,2025/06/28 18:24,ZAR,112165.08,0,-103433.98,8731.1,7.78,92.42,8638.68,7.7
Potchefstroom,Horse Racing,4970,2025/06/01 09:25,2025/06/28 19:26,ZAR,93321.3,0,-70388.06,22933.24,24.57,185.65,22747.59,24.38
Potchefstroom,1904,1475,2025/06/01 06:21,2025/06/28 20:59,ZAR,49668.29,0,-33223.3,16444.99,33.11,0.0,16444.99,33.11
Potchefstroom,1906,1950,2025/06/01 09:11,2025/06/28 18:20,ZAR,64683.83,0,-60998.14,3685.69,5.7,0.0,3685.69,5.7
Potchefstroom,Live,2999,2025/06/01 08:58,2025/06/28 18:23,ZAR,73131.99,0,-54062.32,19069.67,26.08,270.27,18799.4,25.71
Potchefstroom,Prematch,1105,2025/06/01 08:11,2025/06/28 19:41,ZAR,17452.27,0,-15860.85,1591.42,9.12,3.47,1587.95,9.1
Pretoria,Multi-games,191,2025/06/01 06:57,2025/06/28 21:48,ZAR,3776.18,0,-3275.89,500.29,13.25,0.0,500.29,13.25
Pretoria,Lucky #1 (4min),2670,2025/06/01 07:37,2025/06/28 20:26,ZAR,103219.13,0,-86406.1,16813.03,16.29,0.0,16813.03,16.29
Pretoria,Keno - Big 20,4131,2025/06/01 07:17,2025/06/28 20:54,ZAR,93614.0,0,-82803.88,10810.12,11.55,0.0,10810.12,11.55
Pretoria,Numbers,124073,2025/06/01 06:18,2025/06/28 20:28,ZAR,1046190.71,0,-817862.24,228328.47,21.82,0.0,228328.47,21.82
Pretoria,SIS 15s & 39s,3990,2025/06/01 06:23,2025/06/28 19:10,ZAR,157652.76,0,-124876.83,32775.93,20.79,0.0,32775.93,20.79
Pretoria,BetGames Lucky 5,3323,2025/06/01 09:58,2025/06/28 20:23,ZAR,116289.76,0,-104006.48,12283.28,10.56,0.0,12283.28,10.56
